timestamp,action,buy_probability,sell_probability,hold_probability,quantum_factor,enhanced_quantum_factor,circuit_depth,shots,entanglement_factor,market_volatility,market_trend_strength
2025-03-27T04:31:59.533668,hold,0.4919820397690827,0.5080179602309173,0.27004490057729313,-0.016035920461834552,-0.03067303056196314,3,1559,0.1,0.0,0.08722981415598377
2025-03-27T04:31:59.712973,hold,0.4960369881109643,0.5039630118890357,0.2919418758256275,-0.00792602377807139,-0.015219678853436404,3,1514,0.1,0.0,0.079783851324787
2025-03-27T04:31:59.901304,hold,0.4921383647798742,0.5078616352201258,0.25052410901467503,-0.015723270440251624,-0.029182525682302493,3,1908,0.1,0.0,0.1439913666055676
2025-03-27T04:32:00.083637,hold,0.4944649446494465,0.5055350553505535,0.2612546125461255,-0.011070110701107028,-0.02154286914482725,3,1355,0.1,0.0,0.053960820583941374
2025-03-27T04:32:00.268245,hold,0.49852507374631266,0.5014749262536873,0.25442477876106195,-0.0029498525073746173,-0.0057400221048826685,3,1356,0.1,0.0,0.05413250644476625
2025-03-27T04:32:00.446710,hold,0.5136459062281316,0.48635409377186845,0.2932120363890833,0.02729181245626311,0.05278173118281644,3,1429,0.1,0.0,0.06602323435269912
2025-03-27T04:32:00.636836,hold,0.49405940594059405,0.505940594059406,0.27821782178217824,-0.011881188118811892,-0.02183546072972604,3,2020,0.1,0.0,0.16218205524805995
2025-03-27T04:32:01.115924,hold,0.494447691408533,0.5055523085914669,0.288135593220339,-0.011104617182933929,-0.02096651383849493,3,1711,0.1,0.0,0.1119102538071098
2025-03-27T04:32:01.581659,hold,0.4914324880054832,0.5085675119945168,0.25839616175462643,-0.01713502398903355,-0.033054466897476424,3,1459,0.1,0.0,0.07094131186327197
2025-03-27T04:32:01.775449,hold,0.4912033779028853,0.5087966220971147,0.25052779732582686,-0.017593244194229418,-0.03404727217644938,3,1421,0.1,0.0,0.06475304949061758
2025-03-27T04:32:01.955196,hold,0.4996405463695183,0.5003594536304816,0.27246585190510425,-0.0007189072609632974,-0.0013948221138802318,3,1391,0.1,0.0,0.05980243959249407
2025-03-27T04:32:02.133506,hold,0.49710373880989994,0.5028962611901,0.2764612954186414,-0.00579252238020006,-0.0107598081894584,3,1899,0.1,0.0,0.1424658407471219
2025-03-27T04:32:02.302418,hold,0.5008196721311475,0.49918032786885247,0.24918032786885247,0.0016393442622950616,0.0032263687472647825,3,1220,0.1,0.0,0.03191506416845813
2025-03-27T04:32:02.519782,hold,0.49210669569951004,0.50789330430049,0.27054980947196516,-0.015786608600979912,-0.029483896617821647,3,1837,0.1,0.0,0.1323476521745454
2025-03-27T04:32:02.687866,hold,0.4965753424657534,0.5034246575342466,0.2410958904109589,-0.006849315068493178,-0.013212039356102458,3,1460,0.1,0.0,0.07104225400904884
2025-03-27T04:32:02.882775,hold,0.49442119944211993,0.5055788005578801,0.2315202231520223,-0.01115760111576014,-0.021569497314284695,3,1434,0.1,0.0,0.06683380320723908
2025-03-27T04:32:03.056414,hold,0.4960095770151636,0.5039904229848364,0.27932960893854747,-0.0079808459696728,-0.014036203171703187,3,2506,0.1,0.0,0.2412637425855942
2025-03-27T04:32:03.223402,hold,0.47478143913920645,0.5252185608607935,0.2508406186953598,-0.0504371217215871,-0.09706698125320018,3,1487,0.1,0.0,0.07548531835321809
2025-03-27T04:32:03.427544,hold,0.5013623978201635,0.4986376021798365,0.2391008174386921,0.00272479564032696,0.005252348079883964,3,1468,0.1,0.0,0.07238825468257448
2025-03-27T04:32:03.591607,hold,0.5011978917105894,0.49880210828941063,0.28222328701485383,0.002395783421178743,0.004376798264042993,3,2087,0.1,0.0,0.17312440458846834
2025-03-27T04:32:04.023131,hold,0.49901896664486595,0.5009810333551341,0.23610202746893394,-0.001962066710268162,-0.003762571583188362,3,1529,0.1,0.0,0.08234268310167749
2025-03-27T04:32:04.359322,hold,0.5013315579227696,0.4986684420772304,0.229693741677763,0.0026631158455392434,0.005118843817626181,3,1502,0.1,0.0,0.077874146481342
2025-03-27T04:32:04.782665,hold,0.5064620355411955,0.49353796445880455,0.25363489499192243,0.012924071082390964,0.02539697748421081,3,1238,0.1,0.0,0.0349088671591902
2025-03-27T04:32:04.940404,hold,0.5016056518946692,0.4983943481053308,0.2588310854206808,0.0032113037893384266,0.0061438292206175095,3,1557,0.1,0.0,0.08681158069968091
2025-03-27T04:32:05.117894,hold,0.5045080360642885,0.4954919639357115,0.2716581732653861,0.009016072128577024,0.015790227200240727,3,2551,0.1,0.0,0.2486578440080819
2025-03-27T04:32:05.281265,hold,0.4966139954853273,0.5033860045146726,0.28506933247339566,-0.006772009029345327,-0.011254455559764953,3,3101,0.1,0.0,0.3380920623413641
2025-03-27T04:32:05.444938,hold,0.513715710723192,0.486284289276808,0.23890274314214463,0.027431421446383997,0.050480796230122464,3,2005,0.1,0.0,0.1597455192473509
2025-03-27T04:32:05.631228,hold,0.48166259168704156,0.5183374083129584,0.2650366748166259,-0.03667481662591682,-0.06725329520489481,3,2045,0.1,0.0,0.16622681741319892
2025-03-27T04:32:05.801401,hold,0.5005753739930955,0.4994246260069045,0.23590333716915995,0.0011507479861909697,0.002167640278757418,3,1738,0.1,0.0,0.1163205977597148
2025-03-27T04:32:05.987490,hold,0.47619047619047616,0.5238095238095238,0.25170068027210885,-0.04761904761904767,-0.0951946540237747,3,1029,0.1,0.0,0.0009122655007335889
2025-03-27T04:32:06.155309,hold,0.4919653893695921,0.5080346106304079,0.2880098887515451,-0.01606922126081578,-0.030583311607157042,3,1618,0.1,0.0,0.09677699306229919
2025-03-27T04:32:06.324254,hold,0.5054784514243974,0.49452154857560265,0.26077428780131484,0.010956902848794747,0.0212977781734019,3,1369,0.1,0.0,0.056222778707521154
2025-03-27T04:32:06.502004,hold,0.5014245014245015,0.4985754985754986,0.2799145299145299,0.0028490028490028574,0.005521787200789071,3,1404,0.1,0.0,0.061852692523041625
2025-03-27T04:32:06.676840,hold,0.5230769230769231,0.47692307692307695,0.27925407925407925,0.046153846153846156,0.0838850607412587,3,2145,0.1,0.0,0.18249035060606145
2025-03-27T04:32:06.844788,hold,0.4948306595365419,0.5051693404634581,0.3033868092691622,-0.0103386809269162,-0.017679659279482365,3,2805,0.1,0.0,0.28995019727765065
2025-03-27T04:32:07.013331,hold,0.5207667731629393,0.4792332268370607,0.27050053248136313,0.04153354632587858,0.07729011470698767,3,1878,0.1,0.0,0.13909185359329623
2025-03-27T04:32:07.189498,hold,0.49724972497249725,0.5027502750275028,0.2623762376237624,-0.005500550055005549,-0.010290024846674255,3,1818,0.1,0.0,0.12927348287463697
2025-03-27T04:32:07.369376,hold,0.5087620124364047,0.49123798756359527,0.28321085358959863,0.017524024872809463,0.03292030391447648,3,1769,0.1,0.0,0.12141878629970956
2025-03-27T04:32:07.542100,hold,0.519916142557652,0.480083857442348,0.2375960866526904,0.039832285115303956,0.07702315924499063,3,1431,0.1,0.0,0.0663133179020759
2025-03-27T04:32:07.989604,hold,0.4653323802716226,0.5346676197283774,0.2437455325232309,-0.0693352394567548,-0.13443751717712568,3,1399,0.1,0.0,0.061050654321660736
2025-03-27T04:32:08.456250,hold,0.49471064094586187,0.5052893590541382,0.23335407591785937,-0.01057871810827632,-0.020153120556594004,3,1607,0.1,0.0,0.09493736856197199
2025-03-27T04:32:08.890200,hold,0.5021582733812949,0.497841726618705,0.20647482014388488,0.004316546762589912,0.008375491529184239,3,1390,0.1,0.0,0.05967779573897747
2025-03-27T04:32:09.069091,hold,0.5062836624775583,0.49371633752244165,0.18536804308797128,0.012567324955116643,0.02267016480913049,3,2228,0.1,0.0,0.19610260018775175
2025-03-27T04:32:09.458173,hold,0.5037914691943128,0.4962085308056872,0.21516587677725119,0.007582938388625615,0.013824590861420316,3,2110,0.1,0.0,0.17688208015020138
2025-03-27T04:32:09.656542,hold,0.48961661341853036,0.5103833865814696,0.23722044728434505,-0.02076677316293929,-0.04076065449583409,3,1252,0.1,0.0,0.03721771427752692
2025-03-27T04:32:09.858488,hold,0.4906894816305989,0.5093105183694011,0.19979869149471566,-0.01862103673880222,-0.034321997155358316,3,1987,0.1,0.0,0.15681599060278525
2025-03-27T04:32:10.043984,hold,0.5058651026392962,0.4941348973607038,0.23973607038123168,0.011730205278592365,0.02281059500819754,3,1364,0.1,0.0,0.055396775551158156
2025-03-27T04:32:10.223241,hold,0.5017438963627304,0.4982561036372696,0.28101644245142005,0.0034877927254608476,0.006417113175203226,3,2007,0.1,0.0,0.16012197962385427
2025-03-27T04:32:10.400208,hold,0.4911504424778761,0.5088495575221239,0.24410029498525074,-0.017699115044247815,-0.034440435782550995,3,1356,0.1,0.0,0.05411537828587157
2025-03-27T04:32:10.611076,hold,0.4811250925240563,0.5188749074759438,0.25684678016284235,-0.037749814951887506,-0.0734878553411817,3,1351,0.1,0.0,0.05329230262869725
2025-03-27T04:32:10.810605,hold,0.49184339314845027,0.5081566068515497,0.2569331158238173,-0.01631321370309946,-0.03208970595547408,3,1226,0.1,0.0,0.03290102492943277
2025-03-27T04:32:10.996276,hold,0.508347245409015,0.49165275459098495,0.2587646076794658,0.01669449081803004,0.032916179967553465,3,1198,0.1,0.0,0.02832081994354621
2025-03-27T04:32:11.440317,hold,0.5016611295681063,0.4983388704318937,0.26411960132890366,0.003322259136212591,0.00622130990805512,3,1806,0.1,0.0,0.1273857176753898
2025-03-27T04:32:11.603964,hold,0.5020153902528399,0.49798460974716013,0.3045071454745328,0.004030780505679787,0.0069424512555902205,3,2729,0.1,0.0,0.27764095668132077
2025-03-27T04:32:11.978591,hold,0.501194743130227,0.498805256869773,0.25268817204301075,0.0023894862604540434,0.004526014192793132,3,1674,0.1,0.0,0.10586306031610651
